Student Number;BES 220 (S2);BSS 310 (S1);CHM 171 (S1);CHM 172 (S2);CIL 111 (S1);CIL 121 (S2);EBN 111 (S1);EBN 122 (S2);EIR 221 (S2);FSK 116 (S1);FSK 176 (S2);IPI 410 (S1);JCP 203 (Y);JPO 110 (S1);JPO 112 (S1);JPO 113 (S1);JPO 116 (S1);JPO 120 (S2);JPO 125 (S2);JPO 126 (S2);MGC 110 (S1);MIA 320 (S2);MJJ 210 (S1);MOW 217 (S1);MPR 213 (S1);MSD 210 (S1);MTV 310 (S1);MTX 221 (S2);NMC 113 (S1);NMC 123 (S2);SNV 111 (S1);SNV 121 (S2);SWK 122 (S2);SWK 210 (S1);WTW 158 (S1);WTW 161 (S2);WTW 168 (S2);WTW 238 (S2);WTW 256 (S1);WTW 258 (S1);WTW 263 (S2);Target
11092727;69.0;NA;50.0;NA;82.0;75.0;NA;58.0;NA;NA;62.0;54.0;76.0;NA;NA;NA;NA;NA;NA;NA;76.0;NA;NA;NA;59.0;NA;NA;NA;51.0;NA;79.0;62.0;39.0;51.0;54.0;69.0;51.0;55.0;50.0;53.0;65.0;Graduated_1
11092808;50.0;NA;50.0;NA;69.0;63.0;NA;55.0;NA;NA;58.0;61.0;91.0;NA;NA;NA;NA;NA;NA;NA;39.0;NA;NA;NA;56.0;NA;NA;NA;50.0;NA;NA;NA;0.0;50.0;64.0;50.0;50.0;35.0;59.0;55.0;60.0;Graduated_3
11092841;50.0;50.0;45.0;NA;69.0;68.0;59.0;38.0;50.0;30.0;50.0;51.0;97.0;NA;NA;NA;NA;NA;NA;NA;62.0;71.0;82.0;64.0;66.0;51.0;57.0;61.0;52.0;NA;78.0;83.0;65.0;NA;63.0;54.0;50.0;50.0;58.0;50.0;58.0;Graduated_1
11093065;74.0;62.0;NA;60.0;NA;76.0;80.0;NA;NA;72.0;NA;77.0;93.0;NA;NA;NA;NA;NA;NA;NA;73.0;69.0;NA;NA;NA;72.0;NA;NA;NA;57.0;65.0;64.0;57.0;NA;65.0;77.0;58.0;72.0;71.0;67.0;70.0;Graduated_0
11093316;53.0;NA;50.0;NA;NA;NA;51.0;NA;NA;NA;52.0;62.0;95.0;65.0;58.0;61.0;75.0;69.0;70.0;77.0;51.0;NA;NA;NA;50.0;NA;NA;NA;51.0;40.0;NA;NA;60.0;37.0;52.0;60.0;43.0;35.0;53.0;59.0;50.0;Graduated_3
11094100;50.0;50.0;NA;55.0;80.0;77.0;50.0;NA;35.0;51.0;NA;54.0;93.0;NA;NA;NA;NA;NA;NA;NA;60.0;70.0;73.0;63.0;50.0;59.0;54.0;55.0;62.0;NA;60.0;71.0;43.0;NA;57.0;51.0;56.0;57.0;52.0;56.0;58.0;Graduated_2
11094169;50.0;NA;51.0;NA;NA;NA;62.0;NA;NA;64.0;43.0;67.0;66.0;56.0;59.0;61.0;64.0;56.0;61.0;54.0;66.0;NA;NA;NA;50.0;NA;NA;NA;53.0;45.0;NA;NA;63.0;50.0;59.0;54.0;40.0;42.0;47.0;50.0;54.0;Graduated_2
11094258;50.0;NA;47.0;NA;NA;70.0;NA;43.0;NA;NA;66.0;63.0;73.0;NA;NA;NA;NA;NA;NA;NA;71.0;NA;NA;NA;61.0;NA;NA;NA;50.0;NA;67.0;61.0;38.0;57.0;57.0;56.0;70.0;69.0;54.0;61.0;58.0;Graduated_1
11094304;58.0;NA;36.0;56.0;NA;75.0;NA;62.0;NA;NA;52.0;0.0;88.0;NA;NA;NA;NA;NA;NA;NA;61.0;NA;NA;NA;52.0;NA;NA;NA;39.0;NA;57.0;62.0;36.0;54.0;26.0;61.0;50.0;68.0;50.0;50.0;63.0;Graduated_1
11095530;52.0;51.0;50.0;NA;NA;77.0;NA;57.0;NA;NA;59.0;65.0;87.0;NA;NA;NA;NA;NA;NA;NA;75.0;78.0;NA;NA;NA;56.0;NA;NA;50.0;NA;53.0;84.0;74.0;NA;50.0;43.0;37.0;57.0;54.0;54.0;53.0;Graduated_0
11096269;NA;NA;NA;51.0;84.0;77.0;28.0;NA;NA;54.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50.0;NA;NA;NA;NA;NA;NA;NA;NA;43.0;83.0;58.0;NA;NA;52.0;60.0;NA;NA;NA;NA;NA;Graduated (T)
11096595;71.0;70.0;NA;34.0;NA;77.0;29.0;55.0;NA;22.0;50.0;75.0;98.0;NA;NA;NA;NA;NA;NA;NA;60.0;69.0;NA;65.0;54.0;56.0;NA;69.0;50.0;NA;79.0;69.0;56.0;NA;34.0;41.0;57.0;80.0;66.0;69.0;61.0;Graduated_1
11096609;NA;NA;NA;NA;80.0;80.0;NA;NA;NA;30.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;58.0;70.0;NA;NA;37.0;50.0;NA;NA;NA;NA;NA;Active (Other)
11096765;35.0;62.0;25.0;57.0;NA;NA;50.0;NA;41.0;NA;56.0;60.0;65.0;50.0;55.0;58.0;52.0;56.0;65.0;72.0;52.0;67.0;NA;NA;39.0;50.0;47.0;NA;40.0;NA;NA;NA;50.0;30.0;50.0;58.0;51.0;40.0;45.0;41.0;0.0;Active (BEng)
11096978;87.0;87.0;75.0;NA;NA;83.0;NA;88.0;84.0;65.0;NA;NA;96.0;NA;NA;NA;NA;NA;NA;NA;75.0;74.0;NA;NA;78.0;NA;NA;NA;NA;NA;93.0;65.0;64.0;72.0;76.0;88.0;80.0;86.0;82.0;83.0;85.0;Graduated_0
11097932;68.0;72.0;NA;63.0;NA;86.0;69.0;NA;63.0;60.0;NA;81.0;95.0;NA;NA;NA;NA;NA;NA;NA;64.0;76.0;79.0;68.0;85.0;64.0;73.0;75.0;NA;52.0;82.0;59.0;45.0;NA;77.0;66.0;64.0;75.0;62.0;67.0;66.0;Graduated_1
11098229;63.0;66.0;50.0;NA;84.0;82.0;NA;59.0;50.0;55.0;NA;NA;97.0;NA;NA;NA;NA;NA;NA;NA;58.0;73.0;NA;NA;66.0;NA;NA;NA;NA;NA;50.0;68.0;62.0;57.0;81.0;65.0;50.0;50.0;51.0;50.0;58.0;Graduated_2
11098432;72.0;NA;60.0;NA;NA;84.0;NA;71.0;NA;NA;63.0;50.0;88.0;NA;NA;NA;NA;NA;NA;NA;37.0;NA;NA;NA;77.0;NA;NA;NA;54.0;NA;78.0;69.0;62.0;58.0;70.0;79.0;75.0;72.0;61.0;66.0;60.0;Graduated_1
11098912;56.0;51.0;59.0;NA;NA;70.0;56.0;NA;NA;NA;54.0;60.0;0.0;66.0;50.0;62.0;79.0;62.0;44.0;68.0;63.0;64.0;NA;0.0;50.0;0.0;NA;50.0;NA;0.0;NA;NA;50.0;NA;50.0;50.0;52.0;34.0;50.0;42.0;37.0;Graduated_3
11099039;68.0;55.0;50.0;NA;NA;75.0;61.0;42.0;64.0;NA;53.0;69.0;72.0;NA;NA;NA;NA;NA;NA;NA;51.0;60.0;NA;NA;NA;53.0;NA;NA;35.0;NA;72.0;66.0;0.0;NA;54.0;50.0;42.0;60.0;46.0;40.0;50.0;Graduated_2
11099284;NA;NA;40.0;38.0;NA;NA;NA;NA;NA;NA;31.0;NA;NA;42.0;40.0;42.0;51.0;NA;NA;33.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0;NA;32.0;NA;NA;NA;NA;NA;NA;Graduated (T)
11099862;64.0;79.0;NA;79.0;NA;NA;90.0;NA;NA;75.0;NA;67.0;97.0;61.0;91.0;60.0;78.0;72.0;76.0;91.0;62.0;71.0;NA;NA;69.0;68.0;76.0;80.0;NA;61.0;NA;NA;82.0;71.0;82.0;88.0;82.0;85.0;82.0;84.0;76.0;Graduated_1
11100037;NA;50.0;NA;NA;74.0;NA;50.0;NA;55.0;NA;55.0;53.0;93.0;55.0;50.0;NA;73.0;67.0;NA;76.0;NA;72.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50.0;51.0;52.0;50.0;40.0;55.0;42.0;Graduated_3
11100215;37.0;50.0;35.0;NA;68.0;68.0;NA;59.0;59.0;NA;54.0;65.0;69.0;NA;NA;NA;NA;NA;NA;NA;50.0;69.0;NA;NA;47.0;50.0;63.0;NA;50.0;NA;60.0;60.0;52.0;NA;54.0;44.0;50.0;41.0;52.0;41.0;50.0;Graduated_1
11101190;87.0;77.0;61.0;NA;NA;75.0;NA;72.0;NA;NA;77.0;64.0;95.0;NA;NA;NA;NA;NA;NA;NA;73.0;78.0;NA;NA;NA;78.0;NA;NA;66.0;NA;86.0;79.0;68.0;NA;80.0;79.0;75.0;67.0;75.0;75.0;76.0;Graduated_0
11101297;NA;NA;NA;0.0;NA;0.0;NA;NA;NA;35.0;NA;NA;NA;66.0;NA;NA;57.0;65.0;NA;39.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33.0;0.0;0.0;NA;NA;NA;NA;Graduated (T)
11101352;38.0;60.0;28.0;NA;NA;NA;50.0;NA;NA;NA;31.0;64.0;98.0;66.0;50.0;59.0;50.0;64.0;44.0;59.0;53.0;70.0;NA;34.0;37.0;0.0;NA;45.0;50.0;30.0;NA;NA;50.0;NA;50.0;40.0;50.0;36.0;50.0;0.0;0.0;Graduated_2
11101492;53.0;70.0;NA;54.0;76.0;70.0;50.0;NA;51.0;51.0;NA;69.0;84.0;NA;NA;NA;NA;NA;NA;NA;50.0;68.0;82.0;48.0;0.0;73.0;50.0;40.0;63.0;37.0;81.0;71.0;NA;NA;61.0;60.0;50.0;55.0;50.0;43.0;50.0;Graduated_3
11101548;35.0;50.0;41.0;0.0;NA;NA;59.0;NA;52.0;33.0;35.0;67.0;81.0;56.0;54.0;65.0;58.0;60.0;60.0;62.0;69.0;64.0;58.0;71.0;37.0;58.0;50.0;48.0;NA;36.0;NA;NA;55.0;NA;37.0;42.0;50.0;37.0;51.0;42.0;52.0;Graduated_2
11101866;62.0;69.0;43.0;56.0;NA;88.0;NA;61.0;NA;NA;55.0;75.0;96.0;NA;NA;NA;NA;NA;NA;NA;50.0;75.0;NA;66.0;81.0;68.0;NA;69.0;50.0;NA;76.0;84.0;NA;NA;59.0;50.0;41.0;57.0;50.0;52.0;64.0;Graduated_1
11102196;64.0;76.0;50.0;NA;NA;NA;63.0;NA;59.0;NA;76.0;NA;88.0;32.0;57.0;60.0;74.0;53.0;75.0;84.0;70.0;60.0;NA;NA;50.0;NA;NA;NA;NA;NA;NA;NA;59.0;50.0;81.0;81.0;75.0;68.0;75.0;65.0;54.0;Graduated_2
11102706;68.0;NA;50.0;NA;66.0;65.0;NA;62.0;NA;NA;63.0;77.0;98.0;NA;NA;NA;NA;NA;NA;NA;54.0;NA;NA;NA;56.0;NA;NA;NA;50.0;NA;NA;NA;60.0;71.0;69.0;75.0;66.0;51.0;65.0;62.0;60.0;Graduated_1
11102765;47.0;57.0;NA;41.0;NA;NA;57.0;NA;51.0;50.0;NA;64.0;89.0;54.0;54.0;65.0;61.0;50.0;59.0;62.0;65.0;67.0;55.0;46.0;42.0;57.0;50.0;62.0;NA;51.0;NA;NA;60.0;NA;50.0;37.0;42.0;61.0;50.0;59.0;56.0;Graduated_3
11102838;42.0;57.0;0.0;50.0;67.0;71.0;NA;67.0;NA;NA;51.0;63.0;84.0;NA;NA;NA;NA;NA;NA;NA;50.0;67.0;NA;52.0;50.0;40.0;NA;50.0;0.0;38.0;NA;NA;50.0;NA;41.0;52.0;50.0;50.0;35.0;0.0;55.0;Graduated_2
11103002;50.0;NA;61.0;NA;NA;75.0;NA;75.0;NA;NA;75.0;51.0;78.0;NA;NA;NA;NA;NA;NA;NA;53.0;NA;NA;NA;58.0;NA;NA;NA;52.0;NA;NA;NA;50.0;57.0;75.0;85.0;72.0;62.0;75.0;57.0;54.0;Graduated_0
11103842;50.0;NA;NA;NA;NA;NA;37.0;52.0;41.0;NA;45.0;NA;89.0;67.0;54.0;NA;66.0;66.0;NA;61.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55.0;42.0;0.0;32.0;0.0;29.0;34.0;Active (Other)
11104041;62.0;60.0;NA;51.0;NA;75.0;52.0;NA;NA;57.0;NA;58.0;98.0;NA;NA;NA;NA;NA;NA;NA;57.0;73.0;NA;44.0;67.0;50.0;NA;55.0;50.0;0.0;79.0;70.0;NA;NA;53.0;50.0;51.0;27.0;35.0;40.0;44.0;Graduated_1
11104806;52.0;56.0;50.0;NA;NA;NA;50.0;NA;NA;50.0;34.0;64.0;70.0;62.0;56.0;66.0;57.0;53.0;50.0;68.0;54.0;69.0;NA;50.0;55.0;50.0;NA;38.0;NA;0.0;NA;NA;NA;NA;37.0;55.0;0.0;55.0;42.0;53.0;52.0;Active (BEng)
11105331;50.0;50.0;NA;50.0;NA;NA;50.0;NA;54.0;40.0;53.0;59.0;97.0;68.0;58.0;62.0;77.0;71.0;51.0;77.0;55.0;69.0;64.0;0.0;52.0;44.0;0.0;59.0;NA;40.0;NA;NA;NA;NA;55.0;0.0;41.0;35.0;40.0;55.0;54.0;Active (BEng)
11105578;59.0;NA;67.0;NA;NA;NA;67.0;NA;NA;NA;58.0;67.0;88.0;69.0;60.0;62.0;67.0;60.0;55.0;75.0;64.0;NA;NA;NA;65.0;NA;NA;NA;NA;53.0;NA;NA;62.0;50.0;75.0;60.0;55.0;66.0;50.0;61.0;64.0;Graduated_1
11106574;54.0;56.0;NA;59.0;NA;85.0;58.0;NA;65.0;75.0;NA;53.0;94.0;NA;NA;NA;NA;NA;NA;NA;71.0;66.0;89.0;74.0;74.0;72.0;70.0;73.0;NA;56.0;76.0;70.0;67.0;NA;80.0;84.0;62.0;67.0;62.0;58.0;66.0;Graduated_0
11107660;62.0;68.0;NA;59.0;NA;78.0;71.0;NA;99.0;65.0;NA;68.0;68.0;NA;NA;NA;NA;NA;NA;NA;67.0;73.0;83.0;64.0;67.0;68.0;77.0;71.0;NA;50.0;64.0;59.0;57.0;NA;75.0;60.0;59.0;64.0;65.0;75.0;64.0;Graduated_0
11107724;55.0;53.0;53.0;NA;86.0;71.0;NA;60.0;NA;NA;71.0;62.0;86.0;NA;NA;NA;NA;NA;NA;NA;55.0;63.0;NA;NA;73.0;62.0;68.0;75.0;55.0;NA;76.0;66.0;54.0;52.0;71.0;87.0;65.0;75.0;66.0;67.0;70.0;Graduated_1
11108682;61.0;61.0;NA;65.0;NA;NA;77.0;NA;NA;57.0;NA;68.0;88.0;64.0;71.0;64.0;70.0;74.0;69.0;77.0;70.0;69.0;80.0;69.0;61.0;72.0;NA;71.0;NA;50.0;NA;NA;64.0;NA;65.0;69.0;54.0;55.0;63.0;58.0;75.0;Graduated_2
11109255;50.0;NA;57.0;NA;NA;NA;66.0;NA;NA;NA;56.0;69.0;86.0;61.0;63.0;64.0;70.0;65.0;76.0;68.0;64.0;NA;NA;NA;50.0;NA;NA;NA;NA;53.0;NA;NA;64.0;50.0;56.0;64.0;50.0;53.0;50.0;53.0;60.0;Graduated_1
11110385;73.0;76.0;77.0;NA;NA;86.0;NA;88.0;72.0;75.0;NA;NA;79.0;NA;NA;NA;NA;NA;NA;NA;75.0;80.0;NA;NA;90.0;NA;NA;NA;NA;NA;86.0;80.0;67.0;87.0;85.0;93.0;75.0;69.0;75.0;72.0;79.0;Graduated_0
11111454;38.0;0.0;NA;67.0;NA;NA;72.0;NA;57.0;71.0;NA;50.0;96.0;54.0;75.0;66.0;85.0;53.0;70.0;87.0;61.0;40.0;62.0;63.0;62.0;53.0;37.0;35.0;NA;33.0;NA;NA;58.0;NA;71.0;80.0;59.0;60.0;59.0;69.0;50.0;Active (BEng)
11112680;50.0;NA;43.0;78.0;76.0;75.0;NA;60.0;NA;NA;57.0;66.0;0.0;NA;NA;NA;NA;NA;NA;NA;53.0;NA;NA;NA;58.0;NA;NA;NA;45.0;50.0;54.0;66.0;57.0;50.0;72.0;64.0;50.0;46.0;50.0;0.0;54.0;Graduated_3
11115263;64.0;38.0;NA;55.0;NA;83.0;50.0;NA;57.0;62.0;NA;63.0;0.0;NA;NA;NA;NA;NA;NA;NA;75.0;69.0;73.0;66.0;55.0;51.0;51.0;68.0;NA;53.0;77.0;50.0;58.0;NA;75.0;83.0;60.0;60.0;60.0;56.0;57.0;Graduated_2
11115972;69.0;75.0;63.0;NA;NA;85.0;NA;75.0;67.0;75.0;NA;NA;97.0;NA;NA;NA;NA;NA;NA;NA;71.0;75.0;NA;NA;85.0;NA;NA;NA;NA;NA;76.0;64.0;62.0;72.0;80.0;80.0;60.0;67.0;70.0;65.0;70.0;Graduated_0
11116758;32.0;NA;30.0;NA;NA;NA;61.0;NA;NA;NA;63.0;61.0;73.0;66.0;68.0;58.0;74.0;70.0;75.0;78.0;62.0;NA;NA;NA;50.0;NA;NA;NA;NA;42.0;NA;NA;55.0;48.0;50.0;77.0;51.0;50.0;56.0;60.0;54.0;Active (BEng)
11117908;0.0;60.0;NA;59.0;NA;68.0;50.0;NA;NA;50.0;NA;NA;68.0;NA;NA;NA;NA;NA;NA;NA;53.0;79.0;NA;54.0;50.0;48.0;NA;50.0;NA;39.0;62.0;72.0;0.0;NA;59.0;50.0;34.0;34.0;50.0;43.0;55.0;Active (BEng)
11117932;64.0;68.0;NA;50.0;NA;75.0;50.0;NA;57.0;60.0;NA;57.0;87.0;NA;NA;NA;NA;NA;NA;NA;75.0;81.0;76.0;75.0;60.0;62.0;66.0;56.0;NA;50.0;75.0;74.0;50.0;NA;69.0;63.0;50.0;51.0;40.0;40.0;65.0;Graduated_0
11118386;36.0;63.0;48.0;NA;84.0;64.0;NA;69.0;62.0;51.0;NA;NA;85.0;NA;NA;NA;NA;NA;NA;NA;50.0;63.0;NA;NA;52.0;NA;NA;NA;NA;NA;79.0;68.0;41.0;39.0;34.0;62.0;54.0;32.0;56.0;50.0;65.0;Active (BEng)
11119072;84.0;75.0;73.0;NA;77.0;76.0;NA;90.0;77.0;87.0;NA;NA;76.0;NA;NA;NA;NA;NA;NA;NA;76.0;73.0;NA;NA;77.0;NA;NA;NA;NA;NA;89.0;72.0;83.0;91.0;83.0;94.0;87.0;87.0;80.0;84.0;82.0;Graduated_1
11119595;31.0;50.0;55.0;0.0;NA;0.0;50.0;NA;68.0;56.0;NA;72.0;92.0;NA;NA;NA;NA;NA;NA;NA;59.0;62.0;62.0;52.0;67.0;62.0;38.0;40.0;50.0;0.0;52.0;0.0;0.0;NA;60.0;0.0;0.0;50.0;40.0;57.0;40.0;Graduated_2
11119854;56.0;76.0;NA;44.0;NA;81.0;51.0;NA;NA;56.0;NA;73.0;89.0;NA;NA;NA;NA;NA;NA;NA;75.0;77.0;NA;64.0;60.0;66.0;NA;63.0;50.0;0.0;75.0;86.0;NA;NA;54.0;72.0;36.0;84.0;80.0;84.0;66.0;Graduated_1
11120020;NA;NA;NA;0.0;NA;NA;NA;NA;NA;32.0;26.0;NA;NA;62.0;NA;NA;47.0;55.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0;NA;NA;NA;NA;NA;NA;Active (Other)
11120089;36.0;55.0;51.0;NA;NA;NA;70.0;NA;NA;NA;51.0;64.0;97.0;59.0;65.0;68.0;59.0;67.0;61.0;73.0;61.0;68.0;NA;51.0;56.0;50.0;NA;62.0;NA;40.0;NA;NA;53.0;NA;53.0;64.0;50.0;50.0;50.0;57.0;52.0;Graduated_1
11120640;50.0;54.0;NA;41.0;NA;63.0;50.0;NA;NA;33.0;37.0;64.0;78.0;NA;NA;NA;NA;NA;NA;NA;58.0;67.0;NA;50.0;57.0;53.0;NA;42.0;36.0;42.0;45.0;NA;41.0;NA;36.0;35.0;50.0;30.0;38.0;32.0;40.0;Graduated_2
11122588;39.0;63.0;NA;50.0;NA;NA;56.0;NA;50.0;50.0;NA;54.0;92.0;57.0;56.0;64.0;70.0;57.0;58.0;73.0;58.0;57.0;66.0;56.0;76.0;55.0;46.0;52.0;NA;35.0;NA;NA;50.0;NA;53.0;55.0;50.0;50.0;54.0;51.0;40.0;Graduated_2
11122634;68.0;61.0;NA;51.0;NA;NA;52.0;NA;58.0;52.0;NA;60.0;99.0;73.0;70.0;56.0;72.0;69.0;58.0;65.0;54.0;72.0;64.0;50.0;65.0;50.0;57.0;63.0;NA;50.0;NA;NA;57.0;NA;60.0;60.0;41.0;62.0;63.0;45.0;50.0;Graduated_1
11123037;NA;NA;NA;51.0;NA;78.0;50.0;NA;NA;40.0;55.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;58.0;NA;88.0;NA;73.0;NA;NA;NA;NA;46.0;73.0;78.0;NA;NA;60.0;72.0;51.0;83.0;56.0;51.0;NA;Graduated (T)
11123436;50.0;67.0;53.0;NA;NA;NA;54.0;NA;40.0;NA;62.0;NA;99.0;57.0;69.0;60.0;71.0;62.0;68.0;71.0;56.0;62.0;NA;NA;54.0;NA;NA;NA;NA;NA;NA;NA;59.0;50.0;57.0;68.0;63.0;51.0;52.0;75.0;52.0;Graduated_2
11123525;56.0;NA;53.0;NA;NA;80.0;NA;68.0;NA;NA;69.0;64.0;92.0;NA;NA;NA;NA;NA;NA;NA;69.0;NA;NA;NA;56.0;NA;NA;NA;59.0;NA;88.0;80.0;50.0;50.0;61.0;69.0;50.0;53.0;60.0;54.0;62.0;Graduated_1
11124564;30.0;NA;45.0;42.0;NA;NA;50.0;NA;NA;36.0;52.0;NA;96.0;57.0;52.0;60.0;57.0;59.0;50.0;50.0;52.0;NA;NA;NA;NA;NA;NA;NA;48.0;34.0;NA;NA;35.0;NA;34.0;44.0;56.0;NA;NA;NA;50.0;Active (Other)
11125162;65.0;NA;50.0;NA;NA;NA;70.0;NA;NA;NA;54.0;65.0;97.0;58.0;62.0;54.0;51.0;60.0;64.0;69.0;66.0;NA;NA;NA;52.0;NA;NA;NA;54.0;39.0;NA;NA;56.0;50.0;44.0;69.0;50.0;57.0;61.0;58.0;50.0;Graduated_3
11126508;51.0;57.0;NA;62.0;NA;NA;56.0;NA;NA;52.0;NA;55.0;0.0;44.0;55.0;50.0;61.0;63.0;53.0;72.0;50.0;65.0;NA;NA;50.0;57.0;38.0;54.0;54.0;NA;NA;NA;NA;54.0;54.0;50.0;50.0;50.0;58.0;55.0;40.0;Active (BEng)
11128063;55.0;65.0;NA;70.0;0.0;NA;72.0;NA;NA;53.0;NA;61.0;86.0;59.0;75.0;66.0;69.0;67.0;67.0;71.0;56.0;66.0;NA;NA;NA;59.0;NA;NA;NA;50.0;NA;NA;71.0;NA;65.0;61.0;62.0;56.0;77.0;71.0;63.0;Graduated_1
11128748;65.0;71.0;68.0;NA;NA;81.0;NA;65.0;NA;NA;66.0;63.0;84.0;NA;NA;NA;NA;NA;NA;NA;79.0;76.0;NA;NA;NA;54.0;NA;NA;56.0;NA;80.0;68.0;63.0;NA;68.0;75.0;53.0;50.0;50.0;50.0;66.0;Graduated_1
11128829;50.0;50.0;NA;53.0;NA;68.0;60.0;NA;51.0;70.0;NA;67.0;83.0;NA;NA;NA;NA;NA;NA;NA;50.0;66.0;NA;NA;NA;51.0;NA;NA;50.0;0.0;61.0;59.0;42.0;NA;64.0;67.0;58.0;40.0;50.0;50.0;50.0;Graduated_2
11131952;NA;NA;18.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69.0;NA;NA;56.0;69.0;NA;52.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33.0;61.0;NA;NA;NA;NA;NA;Graduated (T)
11132002;54.0;NA;61.0;NA;NA;83.0;NA;65.0;NA;NA;70.0;68.0;99.0;NA;NA;NA;NA;NA;NA;NA;71.0;NA;NA;NA;82.0;NA;NA;NA;61.0;NA;81.0;70.0;50.0;63.0;75.0;78.0;59.0;62.0;53.0;65.0;75.0;Graduated_0
11133482;54.0;64.0;27.0;NA;52.0;70.0;NA;73.0;NA;NA;67.0;60.0;85.0;NA;NA;NA;NA;NA;NA;NA;45.0;65.0;NA;NA;59.0;55.0;52.0;81.0;50.0;NA;NA;NA;39.0;68.0;57.0;75.0;73.0;80.0;61.0;61.0;70.0;Graduated_2
11135868;75.0;NA;59.0;NA;NA;75.0;NA;51.0;NA;NA;60.0;68.0;99.0;NA;NA;NA;NA;NA;NA;NA;79.0;NA;NA;NA;70.0;NA;NA;NA;51.0;NA;76.0;69.0;NA;52.0;70.0;71.0;57.0;66.0;62.0;76.0;78.0;Graduated_1
11136652;74.0;NA;50.0;NA;NA;NA;69.0;NA;NA;NA;50.0;65.0;85.0;61.0;60.0;63.0;58.0;66.0;72.0;56.0;65.0;NA;NA;NA;56.0;NA;NA;NA;NA;52.0;NA;NA;62.0;71.0;51.0;57.0;56.0;54.0;62.0;58.0;52.0;Graduated_1
11136911;59.0;63.0;70.0;NA;72.0;77.0;NA;80.0;NA;NA;75.0;0.0;79.0;NA;NA;NA;NA;NA;NA;NA;55.0;65.0;NA;NA;NA;66.0;NA;NA;64.0;NA;76.0;57.0;63.0;NA;68.0;72.0;63.0;50.0;71.0;64.0;50.0;Graduated_1
11140331;78.0;72.0;NA;66.0;NA;61.0;83.0;NA;NA;76.0;NA;67.0;75.0;NA;NA;NA;NA;NA;NA;NA;71.0;75.0;NA;63.0;72.0;72.0;NA;82.0;NA;62.0;85.0;82.0;75.0;NA;84.0;84.0;84.0;88.0;82.0;75.0;87.0;Graduated_0
11140993;NA;NA;NA;37.0;NA;66.0;NA;NA;NA;34.0;50.0;NA;NA;28.0;NA;NA;NA;NA;NA;43.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31.0;50.0;NA;NA;NA;NA;NA;Graduated (T)
11144093;56.0;NA;50.0;NA;NA;NA;50.0;NA;NA;NA;52.0;58.0;78.0;61.0;52.0;55.0;70.0;47.0;56.0;50.0;44.0;NA;NA;NA;55.0;NA;NA;NA;NA;51.0;NA;NA;55.0;40.0;64.0;53.0;54.0;65.0;50.0;58.0;44.0;Graduated_2
11145162;45.0;71.0;42.0;NA;NA;68.0;57.0;NA;NA;NA;52.0;70.0;79.0;61.0;53.0;56.0;70.0;68.0;66.0;64.0;55.0;66.0;NA;57.0;61.0;52.0;NA;53.0;NA;46.0;NA;NA;60.0;NA;64.0;50.0;50.0;55.0;50.0;56.0;54.0;Graduated_1
11145243;50.0;50.0;NA;44.0;81.0;70.0;44.0;NA;NA;50.0;NA;58.0;86.0;NA;NA;NA;NA;NA;NA;NA;55.0;72.0;NA;55.0;55.0;63.0;NA;58.0;26.0;50.0;50.0;59.0;33.0;NA;41.0;60.0;52.0;40.0;54.0;50.0;58.0;Graduated_1
11145936;55.0;50.0;NA;66.0;NA;NA;84.0;NA;NA;72.0;NA;57.0;94.0;53.0;77.0;69.0;80.0;55.0;66.0;84.0;69.0;68.0;NA;NA;NA;63.0;NA;NA;NA;50.0;NA;NA;65.0;NA;65.0;75.0;72.0;56.0;64.0;61.0;50.0;Graduated_1
11146509;74.0;63.0;60.0;NA;63.0;71.0;NA;53.0;50.0;57.0;NA;NA;81.0;NA;NA;NA;NA;NA;NA;NA;50.0;70.0;NA;NA;56.0;NA;NA;NA;NA;NA;NA;NA;50.0;59.0;55.0;71.0;55.0;57.0;53.0;71.0;50.0;Graduated_1
11148463;64.0;52.0;NA;41.0;NA;82.0;50.0;NA;59.0;66.0;NA;64.0;86.0;NA;NA;NA;NA;NA;NA;NA;65.0;73.0;72.0;60.0;66.0;28.0;63.0;56.0;NA;51.0;77.0;63.0;50.0;NA;58.0;56.0;50.0;43.0;50.0;53.0;57.0;Graduated_1
