Student Number;BES 220 (S2);BSS 310 (S1);CHM 171 (S1);CHM 172 (S2);CIL 111 (S1);CIL 121 (S2);EBN 111 (S1);EBN 122 (S2);EIR 221 (S2);FSK 116 (S1);FSK 176 (S2);IPI 410 (S1);JCP 203 (Y);JPO 110 (S1);JPO 112 (S1);JPO 113 (S1);JPO 116 (S1);JPO 120 (S2);JPO 125 (S2);JPO 126 (S2);MGC 110 (S1);MIA 320 (S2);MJJ 210 (S1);MOW 217 (S1);MPR 213 (S1);MSD 210 (S1);MTV 310 (S1);MTX 221 (S2);NMC 113 (S1);NMC 123 (S2);SNV 111 (S1);SNV 121 (S2);SWK 122 (S2);SWK 210 (S1);WTW 158 (S1);WTW 161 (S2);WTW 168 (S2);WTW 238 (S2);WTW 256 (S1);WTW 258 (S1);WTW 263 (S2);Target
11041898;52.0;NA;NA;37.0;NA;80.0;52.0;NA;NA;50.0;NA;NA;98.0;NA;NA;NA;NA;NA;NA;NA;50.0;NA;73.0;38.0;70.0;NA;NA;NA;43.0;0.0;60.0;67.0;NA;NA;50.0;50.0;0.0;NA;NA;NA;NA;Active (Other)
11041928;NA;NA;54.0;NA;79.0;66.0;NA;38.0;NA;NA;50.0;NA;90.0;NA;NA;NA;NA;NA;NA;NA;55.0;NA;NA;NA;NA;NA;NA;NA;45.0;NA;87.0;72.0;NA;50.0;53.0;51.0;50.0;NA;36.0;50.0;NA;Graduated (T)
11042321;50.0;NA;68.0;NA;89.0;76.0;NA;68.0;NA;NA;75.0;73.0;99.0;NA;NA;NA;NA;NA;NA;NA;65.0;NA;NA;NA;64.0;NA;NA;NA;53.0;NA;79.0;62.0;52.0;62.0;70.0;78.0;61.0;50.0;65.0;69.0;63.0;Graduated_0
11042576;50.0;NA;51.0;NA;81.0;72.0;NA;72.0;NA;NA;67.0;59.0;88.0;NA;NA;NA;NA;NA;NA;NA;57.0;NA;NA;NA;67.0;NA;NA;NA;50.0;NA;73.0;66.0;50.0;65.0;54.0;75.0;63.0;71.0;54.0;81.0;68.0;Graduated_0
11043220;58.0;73.0;NA;57.0;NA;77.0;61.0;NA;NA;67.0;NA;75.0;81.0;NA;NA;NA;NA;NA;NA;NA;52.0;71.0;NA;55.0;67.0;58.0;NA;57.0;NA;47.0;82.0;82.0;54.0;NA;79.0;77.0;67.0;66.0;62.0;63.0;75.0;Graduated_0
11043459;66.0;63.0;NA;58.0;NA;NA;50.0;NA;57.0;56.0;NA;70.0;96.0;69.0;59.0;58.0;79.0;60.0;66.0;78.0;56.0;73.0;NA;NA;NA;50.0;NA;NA;38.0;NA;NA;NA;37.0;NA;53.0;57.0;50.0;50.0;42.0;27.0;40.0;Active (BEng)
11043492;54.0;68.0;61.0;NA;NA;NA;56.0;NA;52.0;NA;75.0;NA;88.0;56.0;59.0;63.0;79.0;62.0;75.0;89.0;60.0;71.0;NA;NA;42.0;NA;NA;NA;NA;NA;NA;NA;65.0;50.0;72.0;77.0;71.0;65.0;70.0;71.0;67.0;Active (BEng)
11043696;37.0;66.0;NA;44.0;NA;78.0;50.0;NA;51.0;51.0;NA;63.0;95.0;NA;NA;NA;NA;NA;NA;NA;76.0;71.0;78.0;53.0;70.0;60.0;53.0;63.0;NA;41.0;61.0;51.0;0.0;NA;75.0;63.0;52.0;50.0;59.0;58.0;59.0;Graduated_2
11043742;0.0;53.0;32.0;NA;67.0;75.0;NA;50.0;NA;NA;67.0;67.0;0.0;NA;NA;NA;NA;NA;NA;NA;28.0;71.0;NA;NA;0.0;47.0;50.0;42.0;44.0;46.0;53.0;67.0;NA;38.0;57.0;50.0;51.0;50.0;35.0;0.0;50.0;Graduated_2
11043807;61.0;65.0;67.0;NA;NA;83.0;NA;50.0;54.0;64.0;NA;NA;96.0;NA;NA;NA;NA;NA;NA;NA;50.0;72.0;NA;NA;84.0;NA;NA;NA;NA;NA;81.0;71.0;0.0;53.0;65.0;68.0;50.0;61.0;55.0;50.0;65.0;Graduated_1
11044081;NA;NA;NA;46.0;NA;NA;50.0;NA;NA;30.0;50.0;NA;68.0;64.0;50.0;50.0;54.0;60.0;36.0;50.0;52.0;NA;NA;NA;NA;NA;NA;NA;NA;0.0;NA;NA;0.0;NA;36.0;0.0;0.0;NA;NA;NA;NA;Graduated (T)
11044358;50.0;NA;42.0;57.0;NA;NA;56.0;NA;NA;NA;55.0;54.0;76.0;53.0;53.0;61.0;54.0;55.0;72.0;66.0;60.0;NA;NA;NA;58.0;NA;NA;NA;NA;55.0;NA;NA;69.0;50.0;19.0;44.0;50.0;51.0;50.0;51.0;57.0;Graduated_1
11044510;38.0;NA;47.0;NA;NA;NA;50.0;NA;NA;NA;54.0;57.0;82.0;50.0;59.0;59.0;63.0;63.0;52.0;59.0;62.0;NA;NA;NA;51.0;NA;NA;NA;NA;50.0;NA;NA;68.0;50.0;60.0;47.0;40.0;33.0;60.0;42.0;50.0;Graduated_2
11044528;52.0;NA;52.0;NA;77.0;70.0;NA;56.0;NA;NA;65.0;50.0;87.0;NA;NA;NA;NA;NA;NA;NA;56.0;NA;NA;NA;50.0;NA;NA;NA;50.0;NA;53.0;79.0;52.0;50.0;70.0;73.0;61.0;59.0;61.0;68.0;78.0;Graduated_1
11044935;NA;NA;39.0;NA;78.0;81.0;NA;NA;NA;38.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;41.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;63.0;NA;NA;NA;70.0;NA;NA;NA;NA;NA;NA;Graduated (T)
11045079;66.0;62.0;NA;61.0;50.0;69.0;50.0;NA;64.0;55.0;NA;64.0;87.0;NA;NA;NA;NA;NA;NA;NA;0.0;68.0;80.0;50.0;54.0;51.0;56.0;62.0;NA;0.0;63.0;68.0;36.0;NA;64.0;76.0;64.0;70.0;75.0;75.0;60.0;Graduated_1
11045206;57.0;68.0;NA;50.0;80.0;81.0;22.0;NA;59.0;32.0;37.0;59.0;96.0;NA;NA;NA;NA;NA;NA;NA;60.0;78.0;61.0;61.0;68.0;56.0;53.0;54.0;NA;40.0;56.0;71.0;30.0;NA;34.0;34.0;31.0;45.0;50.0;58.0;42.0;Graduated_1
11045214;69.0;65.0;NA;43.0;72.0;60.0;61.0;NA;59.0;57.0;NA;61.0;87.0;NA;NA;NA;NA;NA;NA;NA;62.0;63.0;83.0;63.0;65.0;58.0;76.0;70.0;NA;48.0;50.0;61.0;55.0;NA;64.0;71.0;54.0;67.0;50.0;50.0;75.0;Graduated_1
11045257;54.0;54.0;50.0;43.0;81.0;81.0;50.0;NA;NA;64.0;NA;0.0;100.0;NA;NA;NA;NA;NA;NA;NA;75.0;71.0;NA;50.0;40.0;40.0;NA;55.0;58.0;NA;70.0;78.0;42.0;NA;64.0;50.0;40.0;40.0;52.0;57.0;52.0;Active (BEng)
11045672;64.0;NA;35.0;NA;NA;NA;53.0;NA;NA;NA;46.0;52.0;75.0;67.0;50.0;72.0;58.0;66.0;56.0;61.0;67.0;NA;NA;NA;60.0;NA;NA;NA;NA;54.0;NA;NA;55.0;50.0;51.0;41.0;40.0;56.0;64.0;53.0;50.0;Graduated_1
11045877;58.0;NA;63.0;NA;66.0;63.0;NA;47.0;NA;NA;75.0;69.0;65.0;NA;NA;NA;NA;NA;NA;NA;53.0;NA;NA;NA;61.0;NA;NA;NA;50.0;NA;63.0;66.0;NA;63.0;53.0;50.0;50.0;51.0;40.0;54.0;58.0;Graduated_1
11045974;70.0;72.0;57.0;NA;NA;NA;60.0;NA;NA;NA;68.0;83.0;75.0;60.0;54.0;64.0;68.0;63.0;72.0;67.0;67.0;68.0;NA;63.0;70.0;59.0;NA;78.0;NA;58.0;NA;NA;67.0;NA;63.0;66.0;61.0;73.0;68.0;62.0;68.0;Graduated_1
11046083;37.0;60.0;56.0;NA;NA;NA;50.0;NA;NA;NA;61.0;75.0;87.0;54.0;60.0;58.0;60.0;45.0;58.0;71.0;53.0;66.0;NA;50.0;0.0;51.0;NA;51.0;NA;50.0;NA;NA;38.0;NA;63.0;58.0;50.0;47.0;62.0;52.0;40.0;Graduated_2
11046270;53.0;56.0;53.0;NA;NA;NA;66.0;NA;58.0;NA;66.0;NA;89.0;47.0;60.0;59.0;75.0;52.0;68.0;84.0;64.0;71.0;NA;NA;52.0;NA;NA;NA;NA;NA;NA;NA;61.0;52.0;72.0;75.0;71.0;59.0;75.0;65.0;57.0;Graduated_2
11046288;56.0;68.0;NA;69.0;NA;NA;63.0;NA;NA;64.0;NA;61.0;85.0;59.0;71.0;69.0;75.0;58.0;69.0;71.0;62.0;63.0;NA;NA;44.0;50.0;50.0;59.0;NA;38.0;NA;NA;63.0;50.0;64.0;73.0;59.0;56.0;54.0;73.0;59.0;Graduated_1
11046644;64.0;76.0;NA;78.0;NA;79.0;57.0;NA;NA;65.0;NA;71.0;99.0;NA;NA;NA;NA;NA;NA;NA;58.0;76.0;NA;57.0;74.0;63.0;NA;70.0;NA;58.0;70.0;59.0;50.0;NA;73.0;80.0;76.0;75.0;64.0;56.0;68.0;Graduated_0
11046725;61.0;NA;NA;56.0;67.0;60.0;53.0;NA;NA;64.0;NA;63.0;86.0;NA;NA;NA;NA;NA;NA;NA;50.0;NA;NA;50.0;52.0;52.0;NA;61.0;50.0;36.0;56.0;69.0;53.0;52.0;72.0;64.0;60.0;39.0;55.0;55.0;52.0;Graduated_1
11046962;50.0;61.0;NA;75.0;NA;NA;75.0;NA;NA;77.0;NA;65.0;90.0;68.0;75.0;56.0;82.0;72.0;66.0;87.0;60.0;64.0;NA;NA;NA;60.0;NA;NA;NA;43.0;NA;NA;64.0;NA;75.0;75.0;70.0;57.0;63.0;56.0;58.0;Graduated_1
11047233;59.0;57.0;NA;62.0;NA;76.0;59.0;NA;68.0;71.0;NA;51.0;92.0;NA;NA;NA;NA;NA;NA;NA;70.0;72.0;72.0;65.0;91.0;69.0;72.0;78.0;59.0;44.0;61.0;69.0;56.0;NA;72.0;75.0;54.0;75.0;72.0;67.0;66.0;Graduated_0
11047292;54.0;64.0;NA;56.0;NA;69.0;40.0;71.0;67.0;60.0;NA;55.0;90.0;NA;NA;NA;NA;NA;NA;NA;60.0;67.0;76.0;61.0;77.0;62.0;64.0;61.0;NA;43.0;66.0;71.0;55.0;NA;70.0;64.0;64.0;63.0;57.0;56.0;66.0;Graduated_0
11047535;51.0;NA;NA;57.0;70.0;65.0;55.0;NA;NA;53.0;NA;52.0;76.0;NA;NA;NA;NA;NA;NA;NA;50.0;NA;NA;NA;55.0;NA;NA;NA;50.0;0.0;68.0;62.0;50.0;54.0;67.0;50.0;56.0;51.0;63.0;56.0;52.0;Graduated_1
11047934;61.0;NA;37.0;NA;NA;NA;54.0;NA;NA;NA;54.0;62.0;75.0;52.0;43.0;64.0;55.0;60.0;58.0;55.0;59.0;NA;NA;NA;71.0;NA;NA;NA;NA;52.0;NA;NA;57.0;50.0;50.0;50.0;50.0;50.0;55.0;43.0;56.0;Graduated_1
11048060;NA;NA;38.0;NA;NA;75.0;0.0;40.0;NA;NA;50.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;70.0;NA;NA;NA;NA;NA;NA;NA;36.0;NA;53.0;64.0;NA;NA;28.0;0.0;NA;NA;NA;NA;NA;Active (Other)
11048175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.0;NA;NA;31.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0;NA;NA;NA;NA;NA;NA;Graduated (T)
11048329;66.0;70.0;NA;52.0;NA;78.0;55.0;NA;NA;63.0;NA;54.0;94.0;NA;NA;NA;NA;NA;NA;NA;57.0;76.0;NA;70.0;67.0;59.0;NA;67.0;60.0;41.0;60.0;59.0;40.0;NA;56.0;70.0;50.0;60.0;58.0;50.0;55.0;Graduated_1
11048795;62.0;NA;66.0;NA;NA;NA;78.0;NA;NA;NA;65.0;77.0;89.0;60.0;70.0;55.0;75.0;72.0;83.0;89.0;58.0;NA;NA;NA;64.0;NA;NA;NA;NA;62.0;NA;NA;70.0;61.0;83.0;78.0;64.0;71.0;79.0;65.0;61.0;Graduated_1
11048868;77.0;67.0;NA;78.0;NA;84.0;73.0;NA;79.0;85.0;NA;53.0;86.0;NA;NA;NA;NA;NA;NA;NA;69.0;74.0;89.0;79.0;79.0;79.0;72.0;76.0;NA;58.0;87.0;71.0;50.0;NA;89.0;84.0;71.0;72.0;64.0;75.0;77.0;Graduated_0
11049007;53.0;60.0;NA;62.0;NA;86.0;51.0;NA;NA;58.0;NA;75.0;97.0;NA;NA;NA;NA;NA;NA;NA;52.0;64.0;NA;50.0;84.0;50.0;NA;51.0;NA;58.0;79.0;59.0;53.0;NA;70.0;75.0;57.0;56.0;56.0;54.0;61.0;Graduated_1
11049236;65.0;71.0;52.0;NA;86.0;71.0;NA;90.0;NA;NA;72.0;69.0;80.0;NA;NA;NA;NA;NA;NA;NA;63.0;67.0;NA;NA;NA;76.0;NA;NA;59.0;NA;NA;NA;55.0;NA;75.0;72.0;77.0;75.0;68.0;77.0;70.0;Graduated_1
11049244;56.0;56.0;NA;52.0;NA;67.0;62.0;NA;59.0;75.0;NA;53.0;95.0;NA;NA;NA;NA;NA;NA;NA;60.0;67.0;75.0;64.0;75.0;60.0;61.0;73.0;NA;50.0;76.0;50.0;52.0;NA;76.0;70.0;60.0;75.0;60.0;63.0;54.0;Graduated_0
11049295;50.0;50.0;NA;55.0;69.0;66.0;36.0;NA;72.0;52.0;NA;69.0;95.0;NA;NA;NA;NA;NA;NA;NA;67.0;69.0;86.0;59.0;57.0;53.0;75.0;71.0;NA;55.0;75.0;77.0;52.0;NA;67.0;55.0;60.0;59.0;61.0;40.0;56.0;Graduated_0
11049392;50.0;NA;37.0;52.0;84.0;78.0;NA;60.0;NA;NA;58.0;62.0;81.0;NA;NA;NA;NA;NA;NA;NA;69.0;NA;NA;NA;74.0;NA;NA;NA;51.0;NA;76.0;69.0;50.0;71.0;46.0;55.0;50.0;52.0;50.0;50.0;50.0;Graduated_1
11049724;50.0;63.0;50.0;NA;85.0;76.0;NA;60.0;50.0;62.0;NA;NA;86.0;NA;NA;NA;NA;NA;NA;NA;33.0;79.0;NA;NA;91.0;NA;NA;NA;NA;NA;59.0;72.0;30.0;53.0;56.0;57.0;50.0;60.0;50.0;50.0;64.0;Graduated_1
11050064;57.0;57.0;NA;50.0;NA;NA;54.0;NA;53.0;36.0;38.0;78.0;96.0;63.0;63.0;79.0;53.0;66.0;59.0;75.0;70.0;60.0;NA;NA;NA;39.0;NA;NA;50.0;41.0;NA;NA;50.0;NA;34.0;50.0;44.0;48.0;62.0;40.0;58.0;Graduated_2
11050102;62.0;NA;56.0;NA;NA;NA;66.0;NA;NA;NA;68.0;70.0;94.0;70.0;62.0;65.0;76.0;67.0;72.0;83.0;70.0;NA;NA;NA;68.0;NA;NA;NA;NA;52.0;NA;NA;77.0;63.0;70.0;62.0;58.0;66.0;69.0;79.0;64.0;Graduated_1
11050293;59.0;64.0;NA;62.0;NA;82.0;54.0;NA;NA;63.0;NA;50.0;99.0;NA;NA;NA;NA;NA;NA;NA;53.0;68.0;NA;52.0;52.0;67.0;NA;59.0;NA;50.0;77.0;82.0;NA;NA;79.0;84.0;66.0;44.0;54.0;60.0;59.0;Graduated_1
11050323;NA;NA;NA;NA;NA;78.0;0.0;66.0;NA;59.0;NA;NA;78.0;NA;NA;NA;NA;NA;NA;NA;56.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;89.0;72.0;NA;NA;34.0;57.0;45.0;NA;NA;NA;NA;Graduated (T)
11050502;39.0;63.0;NA;42.0;NA;NA;50.0;NA;NA;44.0;50.0;66.0;65.0;43.0;50.0;48.0;54.0;34.0;54.0;39.0;50.0;73.0;NA;54.0;36.0;52.0;NA;51.0;NA;53.0;NA;NA;40.0;NA;35.0;38.0;50.0;42.0;43.0;55.0;60.0;Graduated_2
11050692;87.0;NA;NA;93.0;76.0;83.0;90.0;NA;NA;90.0;NA;70.0;94.0;NA;NA;NA;NA;NA;NA;NA;82.0;NA;NA;NA;64.0;NA;NA;NA;NA;69.0;83.0;78.0;83.0;89.0;87.0;93.0;87.0;89.0;81.0;86.0;89.0;Graduated_0
11051142;56.0;NA;55.0;NA;72.0;72.0;NA;53.0;NA;NA;61.0;52.0;83.0;NA;NA;NA;NA;NA;NA;NA;61.0;NA;NA;NA;51.0;NA;NA;NA;50.0;NA;66.0;65.0;45.0;63.0;72.0;55.0;65.0;54.0;58.0;55.0;56.0;Graduated_1
11051303;51.0;0.0;32.0;34.0;62.0;78.0;35.0;NA;NA;50.0;NA;60.0;84.0;NA;NA;NA;NA;NA;NA;NA;52.0;64.0;68.0;42.0;61.0;33.0;50.0;51.0;NA;0.0;57.0;71.0;0.0;NA;50.0;50.0;0.0;26.0;40.0;0.0;43.0;Active (BEng)
11051630;75.0;73.0;76.0;NA;NA;80.0;NA;75.0;NA;NA;68.0;60.0;100.0;NA;NA;NA;NA;NA;NA;NA;77.0;78.0;NA;NA;NA;77.0;NA;NA;72.0;NA;75.0;73.0;67.0;NA;84.0;79.0;72.0;71.0;64.0;73.0;69.0;Graduated_1
11051656;72.0;75.0;77.0;NA;NA;84.0;NA;96.0;NA;NA;86.0;80.0;99.0;NA;NA;NA;NA;NA;NA;NA;79.0;81.0;NA;NA;NA;71.0;NA;NA;70.0;NA;79.0;84.0;65.0;NA;93.0;94.0;77.0;80.0;64.0;75.0;79.0;Graduated_0
11052032;42.0;73.0;NA;53.0;NA;NA;64.0;NA;56.0;42.0;61.0;75.0;97.0;64.0;67.0;61.0;75.0;73.0;52.0;75.0;56.0;62.0;NA;NA;NA;53.0;NA;NA;57.0;47.0;NA;NA;50.0;NA;33.0;53.0;45.0;43.0;62.0;39.0;50.0;Active (BEng)
11052067;50.0;55.0;50.0;NA;NA;72.0;NA;57.0;NA;NA;57.0;71.0;82.0;NA;NA;NA;NA;NA;NA;NA;50.0;69.0;NA;NA;NA;41.0;NA;NA;50.0;NA;50.0;69.0;43.0;NA;71.0;56.0;36.0;44.0;54.0;62.0;51.0;Graduated_3
11052075;72.0;NA;67.0;NA;NA;NA;83.0;NA;NA;NA;81.0;65.0;97.0;64.0;73.0;65.0;82.0;61.0;80.0;83.0;82.0;NA;NA;NA;60.0;NA;NA;NA;NA;68.0;NA;NA;84.0;71.0;78.0;87.0;78.0;80.0;80.0;88.0;79.0;Graduated_1
11052130;64.0;68.0;59.0;NA;NA;71.0;NA;53.0;62.0;NA;54.0;61.0;65.0;NA;NA;NA;NA;NA;NA;NA;57.0;66.0;NA;NA;55.0;39.0;38.0;NA;54.0;NA;59.0;78.0;50.0;NA;61.0;57.0;50.0;34.0;58.0;37.0;52.0;Graduated_1
11052202;66.0;84.0;56.0;NA;82.0;89.0;NA;69.0;76.0;56.0;NA;NA;99.0;NA;NA;NA;NA;NA;NA;NA;50.0;77.0;NA;NA;74.0;NA;NA;NA;NA;NA;67.0;71.0;36.0;50.0;50.0;72.0;50.0;57.0;59.0;59.0;60.0;Graduated_0
11054515;43.0;39.0;50.0;NA;NA;67.0;NA;56.0;58.0;50.0;NA;NA;77.0;NA;NA;NA;NA;NA;NA;NA;63.0;60.0;NA;NA;57.0;NA;NA;NA;NA;NA;53.0;67.0;50.0;39.0;52.0;50.0;50.0;50.0;40.0;56.0;50.0;Graduated_2
11055490;50.0;64.0;NA;51.0;NA;80.0;54.0;NA;55.0;63.0;NA;60.0;96.0;NA;NA;NA;NA;NA;NA;NA;69.0;70.0;82.0;72.0;61.0;61.0;63.0;63.0;65.0;NA;78.0;63.0;77.0;NA;51.0;61.0;50.0;58.0;69.0;70.0;65.0;Graduated_1
11055503;61.0;NA;55.0;NA;64.0;70.0;NA;65.0;NA;NA;66.0;55.0;75.0;NA;NA;NA;NA;NA;NA;NA;55.0;NA;NA;NA;71.0;NA;NA;NA;50.0;NA;58.0;67.0;34.0;50.0;66.0;60.0;50.0;50.0;72.0;50.0;65.0;Graduated_1
11055902;40.0;50.0;28.0;NA;NA;NA;53.0;NA;43.0;NA;56.0;72.0;84.0;50.0;53.0;62.0;68.0;56.0;67.0;75.0;65.0;50.0;66.0;38.0;54.0;40.0;54.0;45.0;NA;46.0;NA;NA;52.0;NA;59.0;57.0;52.0;53.0;50.0;52.0;40.0;Active (BEng)
11056933;50.0;52.0;NA;60.0;79.0;79.0;50.0;NA;0.0;50.0;NA;75.0;86.0;NA;NA;NA;NA;NA;NA;NA;62.0;50.0;68.0;63.0;77.0;38.0;40.0;39.0;NA;45.0;53.0;68.0;0.0;NA;53.0;50.0;41.0;33.0;42.0;44.0;40.0;Graduated_3
11057085;NA;NA;NA;37.0;NA;NA;NA;NA;NA;36.0;0.0;NA;65.0;60.0;NA;60.0;59.0;60.0;52.0;47.0;58.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0;NA;46.0;32.0;31.0;NA;NA;NA;NA;Graduated (T)
11057107;72.0;87.0;NA;75.0;NA;78.0;85.0;NA;87.0;92.0;NA;66.0;96.0;NA;NA;NA;NA;NA;NA;NA;79.0;77.0;91.0;89.0;92.0;78.0;88.0;85.0;NA;59.0;86.0;56.0;75.0;NA;89.0;87.0;81.0;79.0;75.0;75.0;73.0;Graduated_0
11057328;55.0;61.0;NA;38.0;NA;80.0;38.0;NA;65.0;50.0;NA;62.0;85.0;NA;NA;NA;NA;NA;NA;NA;65.0;62.0;71.0;53.0;67.0;60.0;50.0;43.0;NA;43.0;50.0;70.0;36.0;NA;54.0;51.0;31.0;41.0;50.0;67.0;50.0;Graduated_2
11057671;40.0;0.0;51.0;NA;NA;76.0;NA;72.0;60.0;NA;63.0;78.0;72.0;NA;NA;NA;NA;NA;NA;NA;72.0;72.0;NA;NA;NA;37.0;NA;NA;50.0;NA;57.0;73.0;43.0;NA;72.0;73.0;50.0;47.0;41.0;55.0;53.0;Graduated_3
11057727;55.0;69.0;NA;58.0;NA;76.0;69.0;NA;61.0;75.0;NA;61.0;73.0;NA;NA;NA;NA;NA;NA;NA;70.0;74.0;80.0;60.0;82.0;58.0;59.0;50.0;NA;50.0;90.0;68.0;50.0;NA;85.0;77.0;75.0;68.0;50.0;61.0;50.0;Graduated_1
11057735;79.0;63.0;66.0;NA;NA;75.0;NA;76.0;NA;NA;61.0;55.0;96.0;NA;NA;NA;NA;NA;NA;NA;81.0;74.0;NA;NA;NA;62.0;NA;NA;56.0;NA;66.0;58.0;64.0;NA;75.0;78.0;59.0;58.0;58.0;59.0;50.0;Graduated_1
11058120;50.0;NA;38.0;NA;NA;NA;57.0;NA;NA;NA;53.0;68.0;96.0;61.0;56.0;61.0;58.0;60.0;62.0;58.0;60.0;NA;NA;NA;50.0;NA;NA;NA;NA;50.0;NA;NA;59.0;41.0;55.0;40.0;40.0;28.0;43.0;50.0;54.0;Active (BEng)
11058723;52.0;43.0;33.0;NA;NA;79.0;NA;55.0;50.0;47.0;55.0;77.0;85.0;NA;NA;NA;NA;NA;NA;NA;60.0;61.0;NA;53.0;87.0;26.0;NA;51.0;NA;43.0;83.0;73.0;NA;35.0;50.0;55.0;50.0;50.0;57.0;63.0;50.0;Active (BEng)
11058928;62.0;68.0;52.0;NA;NA;85.0;NA;66.0;68.0;60.0;NA;NA;88.0;NA;NA;NA;NA;NA;NA;NA;70.0;69.0;NA;NA;82.0;NA;NA;NA;NA;NA;78.0;60.0;0.0;50.0;50.0;50.0;50.0;50.0;51.0;45.0;51.0;Graduated_1
11059240;74.0;66.0;NA;69.0;NA;77.0;78.0;NA;75.0;80.0;NA;66.0;95.0;NA;NA;NA;NA;NA;NA;NA;71.0;72.0;80.0;77.0;72.0;68.0;91.0;87.0;NA;57.0;80.0;71.0;77.0;NA;77.0;85.0;78.0;83.0;85.0;82.0;78.0;Graduated_0
11059363;50.0;57.0;NA;50.0;NA;76.0;50.0;NA;60.0;54.0;NA;69.0;84.0;NA;NA;NA;NA;NA;NA;NA;83.0;70.0;62.0;61.0;61.0;39.0;61.0;50.0;NA;41.0;67.0;73.0;38.0;NA;55.0;51.0;40.0;57.0;50.0;59.0;50.0;Graduated_1
11059509;50.0;36.0;NA;58.0;NA;77.0;72.0;NA;67.0;75.0;NA;56.0;87.0;NA;NA;NA;NA;NA;NA;NA;75.0;54.0;73.0;58.0;76.0;59.0;50.0;47.0;NA;51.0;86.0;56.0;43.0;NA;67.0;70.0;62.0;40.0;56.0;0.0;36.0;Graduated_1
11059568;46.0;60.0;NA;66.0;NA;NA;73.0;NA;71.0;63.0;NA;54.0;78.0;60.0;66.0;59.0;77.0;62.0;69.0;82.0;60.0;67.0;NA;NA;NA;57.0;NA;NA;54.0;NA;NA;NA;65.0;NA;67.0;71.0;68.0;66.0;50.0;55.0;62.0;Graduated_3
11060540;81.0;NA;82.0;NA;NA;84.0;NA;83.0;NA;NA;90.0;66.0;100.0;NA;NA;NA;NA;NA;NA;NA;70.0;NA;NA;NA;90.0;NA;NA;NA;72.0;NA;82.0;70.0;56.0;76.0;85.0;93.0;86.0;75.0;73.0;79.0;85.0;Graduated_0
11060655;75.0;62.0;NA;70.0;NA;82.0;65.0;NA;71.0;75.0;NA;64.0;97.0;NA;NA;NA;NA;NA;NA;NA;71.0;74.0;83.0;69.0;92.0;69.0;82.0;89.0;NA;58.0;78.0;57.0;60.0;NA;84.0;80.0;70.0;85.0;76.0;87.0;81.0;Graduated_0
11061457;50.0;67.0;59.0;NA;78.0;75.0;NA;67.0;50.0;66.0;NA;NA;84.0;NA;NA;NA;NA;NA;NA;NA;71.0;62.0;NA;NA;68.0;NA;NA;NA;NA;NA;79.0;56.0;41.0;50.0;52.0;60.0;50.0;51.0;50.0;40.0;54.0;Graduated_2
11061792;59.0;58.0;50.0;NA;NA;67.0;53.0;NA;NA;NA;50.0;67.0;87.0;NA;NA;NA;NA;NA;NA;NA;61.0;69.0;NA;NA;77.0;39.0;50.0;53.0;42.0;50.0;63.0;61.0;31.0;NA;52.0;54.0;43.0;36.0;50.0;55.0;51.0;Graduated_2
11061929;58.0;NA;38.0;NA;75.0;77.0;50.0;46.0;NA;NA;63.0;81.0;98.0;NA;NA;NA;NA;NA;NA;NA;56.0;NA;NA;NA;64.0;NA;NA;NA;40.0;53.0;88.0;66.0;NA;50.0;50.0;56.0;53.0;50.0;40.0;64.0;50.0;Graduated_1
11062178;55.0;66.0;NA;51.0;85.0;75.0;50.0;NA;53.0;55.0;NA;68.0;86.0;NA;NA;NA;NA;NA;NA;NA;50.0;71.0;73.0;56.0;52.0;51.0;78.0;69.0;55.0;43.0;NA;NA;NA;NA;64.0;60.0;51.0;65.0;61.0;56.0;52.0;Graduated_1
11062399;52.0;53.0;NA;64.0;NA;NA;58.0;NA;50.0;60.0;NA;57.0;95.0;50.0;60.0;54.0;83.0;54.0;65.0;85.0;50.0;58.0;NA;NA;45.0;57.0;50.0;NA;50.0;39.0;NA;NA;57.0;NA;77.0;67.0;75.0;66.0;65.0;63.0;60.0;Graduated_3
11062917;50.0;33.0;55.0;NA;NA;64.0;NA;31.0;NA;NA;55.0;71.0;0.0;NA;NA;NA;NA;NA;NA;NA;59.0;63.0;NA;NA;57.0;64.0;58.0;61.0;50.0;NA;52.0;61.0;50.0;0.0;41.0;53.0;52.0;62.0;50.0;56.0;55.0;Graduated_1
11062950;38.0;61.0;NA;52.0;NA;NA;50.0;NA;NA;37.0;37.0;67.0;94.0;60.0;51.0;50.0;60.0;56.0;50.0;50.0;58.0;75.0;NA;50.0;45.0;54.0;NA;50.0;NA;40.0;NA;NA;37.0;NA;55.0;50.0;40.0;68.0;62.0;0.0;46.0;Graduated_3
